,organizer,call_duration_mins,participants,indiv_interaction_mins,interaction,meeting_modes,meeting_types,host_locations,recorded_session
9669,Harini Ravindranath,103,"{'Harini Ravindranath', 'Vaishali Raj,Harini Ravindranath,Avinash Ravindranath,Aruna Prakash,Vaishali Ravindranath,Harini Prakash,Vaishali Ravindranath'}",[66 29  8],Low,hybrid,project_discussion,Romania,yes
9670,Prasanna Ravindranath,83,"{'Prasanna Ravindranath', 'Avinash Prasad,Prasanna Raj'}",[ 0 14 69],High,in_office,project_discussion,Romania,no
9671,Avinash Raj,28,"{'Avinash Raj', 'Avinash Ravindranath,Harini Ravindranath,Avinash Prasad,Avinash Prasad,Surya Prasad'}",[ 0 25  3],Medium,hybrid,others,Romania,no
9672,Divya Ravindranath,85,"{'Divya Ravindranath', 'Aruna Raj,Divya Raj,Surya Ravindranath,Aruna Ravindranath,Aruna Prasad,Avinash Ravindranath,Divya Prasad'}",[ 9 44 32],Medium,in_office,project_discussion,India,yes
9673,Surya Prasad,59,"{'Harini Raj,Prasanna Ravindranath', 'Surya Prasad'}",[11  1 47],High,in_office,trainings,Remote,yes
9674,Prasanna Prakash,18,"{'Vaishali Ravindranath,Harini Prakash,Prasanna Prakash,Vaishali Raj,Harini Prasad,Surya Prasad,Prasanna Ravindranath,Divya Prasad', 'Prasanna Prakash'}",[7 9 2],High,hybrid,employee_engagement,France,yes
9675,Avinash Ravindranath,43,"{'Avinash Ravindranath', 'Harini Prakash,Divya Prakash,Surya Raj,Harini Raj,Harini Prasad,Harini Ravindranath,Avinash Raj,Vaishali Prasad,Vaishali Prasad'}",[14 12 17],Low,online,project_discussion,France,yes
9676,Vaishali Raj,115,"{'Surya Prakash,Harini Raj,Avinash Ravindranath,Prasanna Prakash,Prasanna Raj,Divya Ravindranath,Divya Prakash,Surya Raj,Surya Prakash', 'Vaishali Raj'}",[ 2 69 44],Low,hybrid,employee_engagement,India,no
9677,Aruna Prasad,168,"{'Avinash Raj,Avinash Raj,Prasanna Raj,Aruna Raj,Surya Prasad,Divya Prakash,Divya Ravindranath,Avinash Raj,Harini Prasad,Vaishali Ravindranath', 'Aruna Prasad'}",[ 10  50 108],Low,in_office,trainings,Remote,yes
9678,Avinash Raj,24,"{'Avinash Raj', 'Aruna Prakash,Surya Ravindranath,Prasanna Raj,Vaishali Ravindranath,Divya Ravindranath,Harini Prakash'}",[20  3  1],High,in_office,others,Remote,no
9679,Vaishali Ravindranath,78,"{'Vaishali Ravindranath', 'Surya Prasad,Vaishali Ravindranath,Prasanna Prasad,Harini Prakash,Divya Prasad,Aruna Raj,Avinash Raj,Vaishali Raj,Vaishali Raj'}",[43  7 28],Medium,online,project_discussion,India,no
9680,Divya Raj,135,"{'Divya Raj', 'Vaishali Prakash,Prasanna Ravindranath,Prasanna Ravindranath,Divya Raj,Avinash Prakash,Vaishali Ravindranath,Aruna Prasad,Aruna Prasad,Divya Prakash,Prasanna Raj'}",[44 27 64],High,hybrid,trainings,Remote,yes
9681,Surya Ravindranath,164,"{'Harini Raj,Aruna Ravindranath,Divya Ravindranath,Vaishali Prakash,Harini Prasad', 'Surya Ravindranath'}",[62 23 79],High,hybrid,project_discussion,France,no
9682,Avinash Raj,90,"{'Avinash Raj', 'Divya Prakash,Divya Raj,Prasanna Ravindranath,Vaishali Prakash,Surya Raj,Aruna Raj,Prasanna Prakash,Prasanna Raj,Vaishali Raj'}",[43 25 22],Medium,hybrid,employee_engagement,India,yes
9683,Harini Prakash,63,"{'Divya Prakash,Surya Prasad,Surya Prakash,Aruna Prasad,Surya Prasad,Prasanna Prasad,Vaishali Prasad', 'Harini Prakash'}",[ 0 45 18],Low,in_office,project_discussion,Romania,yes
9684,Prasanna Ravindranath,144,"{'Prasanna Ravindranath', 'Prasanna Raj,Aruna Prasad,Vaishali Prakash,Surya Raj,Divya Prakash,Prasanna Ravindranath'}",[92 19 33],Medium,hybrid,others,India,yes
9685,Harini Raj,28,"{'Harini Raj', 'Aruna Ravindranath,Vaishali Raj,Divya Prakash,Surya Prasad,Prasanna Prasad,Harini Prakash,Harini Prasad,Surya Ravindranath,Prasanna Prasad'}",[16  0 12],Medium,hybrid,employee_engagement,Romania,no
9686,Harini Prakash,101,"{'Harini Prakash', 'Avinash Prasad,Harini Prakash,Vaishali Ravindranath'}",[63 30  8],High,in_office,trainings,India,yes
9687,Avinash Prakash,72,"{'Prasanna Prakash,Divya Raj,Prasanna Raj,Surya Raj,Harini Prakash,Avinash Prakash,Vaishali Prasad,Harini Prasad,Divya Ravindranath,Surya Prakash', 'Avinash Prakash'}",[41 22  9],High,in_office,project_discussion,Romania,yes
9688,Aruna Prasad,78,"{'Aruna Prasad', 'Harini Raj,Harini Prasad'}",[ 0 62 16],High,hybrid,employee_engagement,India,no
9689,Avinash Prasad,116,"{'Harini Prasad,Divya Ravindranath,Avinash Prasad,Prasanna Prasad,Harini Prakash', 'Avinash Prasad'}",[17 16 83],High,online,project_discussion,India,yes
9690,Surya Prakash,66,"{'Harini Prakash,Harini Ravindranath,Harini Raj,Surya Prasad,Prasanna Raj,Prasanna Prakash,Vaishali Prakash', 'Surya Prakash'}",[18 32 16],Low,online,others,France,yes
9691,Divya Ravindranath,146,"{'Divya Ravindranath', 'Prasanna Ravindranath,Avinash Prasad,Aruna Raj,Prasanna Prakash,Harini Prakash'}",[  5 108  33],High,hybrid,trainings,India,yes
9692,Prasanna Ravindranath,9,"{'Divya Raj,Avinash Prakash,Aruna Ravindranath,Vaishali Raj,Prasanna Prasad,Vaishali Ravindranath,Vaishali Raj', 'Prasanna Ravindranath'}",[7 2 0],High,online,project_discussion,Romania,yes
9693,Aruna Prakash,124,"{'Aruna Prakash', 'Aruna Prasad,Vaishali Prasad,Vaishali Prakash'}",[ 9 78 37],Low,online,employee_engagement,India,no
9694,Surya Raj,85,"{'Vaishali Ravindranath,Surya Raj,Aruna Raj,Avinash Prasad,Harini Prakash,Aruna Prakash,Prasanna Raj,Prasanna Ravindranath,Prasanna Ravindranath', 'Surya Raj'}",[ 6 11 68],High,hybrid,employee_engagement,France,yes
9695,Avinash Prasad,51,"{'Harini Prakash,Surya Ravindranath,Vaishali Ravindranath', 'Avinash Prasad'}",[ 2 32 17],Medium,in_office,trainings,France,no
9696,Vaishali Prasad,85,"{'Vaishali Prakash,Surya Ravindranath', 'Vaishali Prasad'}",[17 11 57],Medium,hybrid,project_discussion,Remote,no
9697,Harini Prasad,130,"{'Avinash Raj,Harini Ravindranath,Vaishali Prakash,Harini Prasad,Harini Prasad,Vaishali Prakash', 'Harini Prasad'}",[97  1 32],Medium,online,others,France,no
9698,Avinash Raj,174,"{'Avinash Raj', 'Harini Prakash,Divya Prasad,Aruna Ravindranath,Avinash Prakash'}",[ 24 110  40],Low,hybrid,employee_engagement,India,yes
9699,Vaishali Prasad,103,"{'Surya Raj,Avinash Prasad,Surya Prasad', 'Vaishali Prasad'}",[50  5 48],Low,in_office,trainings,Remote,no
9700,Vaishali Prakash,33,"{'Vaishali Prakash', 'Avinash Raj,Aruna Raj,Aruna Raj,Divya Prasad,Aruna Prasad,Prasanna Ravindranath'}",[ 7 12 14],Medium,in_office,employee_engagement,Romania,yes
9701,Harini Ravindranath,93,"{'Harini Ravindranath', 'Vaishali Prakash,Aruna Prakash,Aruna Ravindranath,Surya Raj,Vaishali Prasad,Prasanna Raj,Avinash Ravindranath,Aruna Prakash,Divya Prasad'}",[36 33 24],Low,in_office,others,Remote,no
9702,Surya Prasad,57,"{'Surya Prasad', 'Harini Raj,Divya Prakash,Vaishali Prasad,Prasanna Prasad,Harini Raj,Vaishali Prakash,Vaishali Prakash,Avinash Prasad'}",[ 0 23 34],Medium,hybrid,employee_engagement,India,yes
9703,Prasanna Raj,11,"{'Prasanna Raj', 'Divya Prakash,Prasanna Raj,Divya Prasad'}",[0 6 5],Low,online,project_discussion,France,no
9704,Prasanna Ravindranath,25,"{'Surya Prakash,Harini Prakash,Prasanna Raj,Prasanna Raj,Prasanna Prakash,Vaishali Raj,Harini Raj,Vaishali Raj,Surya Prakash', 'Prasanna Ravindranath'}",[ 0 20  5],High,hybrid,trainings,Romania,no
9705,Avinash Ravindranath,95,"{'Aruna Prasad,Vaishali Raj,Divya Ravindranath,Avinash Ravindranath,Harini Ravindranath,Harini Prasad,Vaishali Prasad,Avinash Raj', 'Avinash Ravindranath'}",[ 5 62 28],Low,in_office,project_discussion,India,no
9706,Vaishali Prasad,167,"{'Vaishali Prasad', 'Divya Ravindranath,Aruna Ravindranath,Prasanna Prakash,Harini Prasad,Divya Prakash'}",[ 24  20 123],Medium,hybrid,project_discussion,Romania,no
9707,Divya Raj,146,"{'Vaishali Prakash,Harini Raj,Avinash Prasad,Vaishali Prasad,Divya Prakash', 'Divya Raj'}",[102  42   2],Low,hybrid,employee_engagement,France,no
9708,Avinash Raj,54,"{'Vaishali Prakash,Vaishali Prakash,Avinash Prakash,Avinash Raj,Vaishali Prasad,Aruna Prakash,Aruna Prasad', 'Avinash Raj'}",[34 10 10],Medium,in_office,others,Romania,yes
9709,Prasanna Ravindranath,132,"{'Aruna Prasad,Prasanna Ravindranath,Vaishali Prasad,Vaishali Ravindranath,Avinash Raj,Harini Raj,Surya Ravindranath,Surya Prakash,Prasanna Ravindranath', 'Prasanna Ravindranath'}",[21 87 24],Medium,hybrid,project_discussion,Remote,no
9710,Avinash Raj,119,"{'Avinash Raj', 'Avinash Ravindranath,Prasanna Prasad,Vaishali Raj,Avinash Prasad'}",[92 25  2],High,hybrid,employee_engagement,Remote,no
9711,Avinash Prasad,67,"{'Avinash Prasad', 'Vaishali Prasad,Vaishali Raj,Prasanna Prasad,Prasanna Ravindranath,Vaishali Ravindranath,Prasanna Raj,Vaishali Ravindranath,Divya Ravindranath,Surya Prasad,Harini Prasad'}",[40  2 25],High,online,employee_engagement,Romania,yes
9712,Surya Prakash,123,"{'Surya Prakash', 'Prasanna Ravindranath,Harini Ravindranath'}",[32 52 39],Medium,hybrid,others,Romania,yes
9713,Divya Prakash,96,"{'Divya Prakash', 'Vaishali Raj,Prasanna Raj,Prasanna Raj,Vaishali Ravindranath,Surya Ravindranath,Surya Prakash,Prasanna Ravindranath'}",[17 47 32],Low,in_office,project_discussion,Romania,no
9714,Avinash Ravindranath,37,"{'Surya Ravindranath,Avinash Prakash,Surya Prakash,Prasanna Prakash,Prasanna Raj', 'Avinash Ravindranath'}",[11 20  6],High,online,project_discussion,India,yes
9715,Avinash Prakash,81,"{'Aruna Prasad,Prasanna Prakash,Aruna Prasad,Vaishali Prakash,Surya Prasad,Aruna Ravindranath', 'Avinash Prakash'}",[25 41 15],Low,hybrid,project_discussion,France,no
9716,Divya Prakash,89,"{'Divya Prakash', 'Divya Ravindranath,Vaishali Ravindranath,Harini Prakash,Surya Prasad,Prasanna Ravindranath,Divya Ravindranath,Aruna Raj,Vaishali Prasad,Prasanna Ravindranath,Harini Ravindranath'}",[28 52  9],Low,hybrid,project_discussion,France,no
9717,Surya Prakash,123,"{'Avinash Prakash,Divya Prakash,Harini Prakash,Prasanna Raj,Prasanna Raj,Divya Prakash,Prasanna Raj', 'Surya Prakash'}",[61 19 43],Medium,hybrid,trainings,Romania,no
9718,Surya Prakash,108,"{'Vaishali Prasad,Surya Prakash,Surya Raj,Prasanna Ravindranath,Prasanna Raj,Aruna Raj,Aruna Raj,Prasanna Raj,Surya Prakash,Prasanna Prasad', 'Surya Prakash'}",[21 19 68],Low,hybrid,project_discussion,France,yes
9719,Harini Prasad,50,"{'Prasanna Prakash,Surya Prakash,Divya Raj,Avinash Ravindranath,Aruna Prakash,Prasanna Raj,Aruna Raj', 'Harini Prasad'}",[25 17  8],High,online,trainings,Remote,yes
9720,Avinash Ravindranath,84,"{'Prasanna Prakash,Vaishali Raj,Divya Raj,Harini Ravindranath,Avinash Ravindranath,Surya Prasad,Divya Prasad,Vaishali Prakash,Avinash Ravindranath', 'Avinash Ravindranath'}",[22 60  2],Medium,hybrid,trainings,Romania,no
9721,Avinash Ravindranath,12,"{'Divya Raj,Divya Prakash,Harini Prakash', 'Avinash Ravindranath'}",[8 4 0],Low,in_office,project_discussion,Remote,no
9722,Prasanna Prasad,67,"{'Divya Ravindranath,Aruna Raj,Divya Raj,Avinash Prakash', 'Prasanna Prasad'}",[ 3 39 25],Low,online,employee_engagement,Romania,no
9723,Surya Ravindranath,123,"{'Aruna Ravindranath,Divya Prakash,Harini Prasad,Surya Prasad,Harini Prakash,Vaishali Prasad,Harini Prakash', 'Surya Ravindranath'}",[43 28 52],Low,online,trainings,Remote,yes
9724,Divya Prakash,72,"{'Divya Prakash', 'Aruna Prakash,Vaishali Raj,Prasanna Ravindranath,Aruna Raj,Vaishali Prakash,Prasanna Prasad,Aruna Ravindranath,Surya Prasad,Prasanna Raj'}",[26 13 33],Medium,online,others,Romania,yes
9725,Divya Ravindranath,49,"{'Divya Ravindranath', 'Harini Prakash,Divya Prasad,Vaishali Prasad,Avinash Ravindranath'}",[13 35  1],Low,hybrid,trainings,France,no
9726,Prasanna Raj,179,"{'Prasanna Raj', 'Divya Ravindranath,Surya Prakash,Prasanna Ravindranath,Vaishali Ravindranath,Prasanna Ravindranath'}",[121  16  42],High,hybrid,project_discussion,Romania,yes
9727,Divya Prakash,51,"{'Surya Prakash,Prasanna Ravindranath,Divya Prakash,Prasanna Prasad,Aruna Prakash,Avinash Ravindranath', 'Divya Prakash'}",[35 15  1],High,online,project_discussion,Romania,no
9728,Prasanna Ravindranath,112,"{'Prasanna Ravindranath,Surya Prakash,Aruna Raj,Aruna Ravindranath,Divya Raj,Vaishali Prasad,Avinash Raj', 'Prasanna Ravindranath'}",[26  5 81],Low,in_office,trainings,India,yes
9729,Aruna Prakash,22,"{'Aruna Prakash', 'Prasanna Raj,Avinash Prakash,Divya Prakash,Avinash Prakash,Vaishali Prakash,Surya Prasad,Harini Prakash,Prasanna Prasad,Avinash Prasad,Harini Prakash'}",[ 5  3 14],High,in_office,others,India,no
9730,Harini Prasad,59,"{'Vaishali Prakash,Harini Ravindranath,Surya Ravindranath,Prasanna Prasad,Surya Prakash,Prasanna Ravindranath,Harini Prakash', 'Harini Prasad'}",[37  8 14],Medium,hybrid,project_discussion,Romania,yes
9731,Harini Raj,15,"{'Aruna Prasad,Avinash Ravindranath,Surya Raj,Harini Prasad,Harini Prasad,Avinash Prasad,Vaishali Ravindranath', 'Harini Raj'}",[4 2 9],Medium,in_office,trainings,Romania,no
9732,Vaishali Ravindranath,123,"{'Vaishali Ravindranath', 'Harini Raj,Divya Raj,Surya Prasad,Aruna Prakash,Aruna Raj,Vaishali Prasad,Surya Prakash,Avinash Ravindranath'}",[100  16   7],Low,hybrid,others,Romania,no
9733,Prasanna Ravindranath,90,"{'Prasanna Ravindranath', 'Avinash Ravindranath,Surya Raj,Divya Raj,Aruna Prakash,Aruna Raj,Harini Prakash'}",[40 19 31],Low,online,others,Remote,yes
9734,Divya Prasad,174,"{'Avinash Raj,Vaishali Prasad,Vaishali Ravindranath,Surya Raj,Vaishali Prasad,Vaishali Raj,Avinash Ravindranath', 'Divya Prasad'}",[  6  66 102],High,hybrid,others,India,yes
9735,Surya Prakash,29,"{'Surya Prasad,Divya Ravindranath,Avinash Raj,Vaishali Ravindranath,Vaishali Prakash,Avinash Raj', 'Surya Prakash'}",[ 6  0 23],High,in_office,trainings,Remote,no
9736,Avinash Prakash,67,"{'Avinash Prakash', 'Avinash Prasad,Aruna Prasad,Surya Prasad,Divya Ravindranath,Harini Prasad,Aruna Prasad,Vaishali Prakash,Harini Raj,Harini Prasad,Aruna Raj'}",[ 6 20 41],Low,in_office,project_discussion,Romania,yes
9737,Vaishali Ravindranath,86,"{'Vaishali Ravindranath', 'Vaishali Prasad,Surya Prakash,Surya Prasad,Divya Prakash,Harini Prakash,Prasanna Prasad,Prasanna Prakash'}",[19 55 12],Medium,online,employee_engagement,Romania,no
9738,Surya Ravindranath,104,"{'Divya Prakash,Surya Raj,Surya Raj,Avinash Ravindranath,Prasanna Prasad,Avinash Raj,Divya Raj,Divya Prasad', 'Surya Ravindranath'}",[25 23 56],Low,in_office,employee_engagement,India,yes
9739,Divya Prakash,153,"{'Divya Prakash', 'Avinash Raj,Surya Ravindranath'}",[10 59 84],High,hybrid,project_discussion,France,no
9740,Vaishali Raj,39,"{'Divya Raj,Vaishali Prakash,Divya Prasad', 'Vaishali Raj'}",[13  5 21],Low,in_office,others,India,no
9741,Vaishali Raj,70,"{'Harini Prakash,Prasanna Raj,Aruna Prakash', 'Vaishali Raj'}",[33 35  2],High,online,trainings,India,yes
9742,Avinash Raj,177,"{'Harini Ravindranath,Prasanna Ravindranath', 'Avinash Raj'}",[120  36  21],Low,online,trainings,Remote,yes
9743,Harini Prasad,107,"{'Vaishali Ravindranath,Surya Prakash,Prasanna Prakash,Divya Ravindranath,Harini Raj,Divya Prakash', 'Harini Prasad'}",[68 21 18],Low,online,project_discussion,Remote,no
9744,Vaishali Prasad,42,"{'Vaishali Prasad', 'Vaishali Raj,Divya Raj,Harini Raj,Surya Prakash,Aruna Prakash,Aruna Raj,Prasanna Prasad,Surya Ravindranath,Prasanna Prasad'}",[27  2 13],High,online,trainings,Romania,yes
9745,Harini Ravindranath,143,"{'Harini Ravindranath', 'Prasanna Prakash,Prasanna Raj,Harini Prakash,Divya Prakash,Avinash Prakash,Vaishali Prakash,Harini Prasad,Divya Prakash'}",[108  15  20],High,in_office,others,Romania,no
9746,Avinash Raj,180,"{'Avinash Raj', 'Surya Raj,Divya Prakash,Vaishali Ravindranath,Avinash Raj,Surya Ravindranath,Divya Prasad'}",[152  17  11],Medium,in_office,others,France,yes
9747,Vaishali Raj,36,"{'Harini Raj,Surya Raj,Divya Prakash,Harini Ravindranath,Vaishali Prasad,Prasanna Ravindranath,Harini Raj,Aruna Prasad,Vaishali Prasad', 'Vaishali Raj'}",[ 6 25  5],High,online,project_discussion,Romania,yes
9748,Avinash Prakash,18,"{'Avinash Prakash', 'Vaishali Prasad,Surya Prasad,Aruna Ravindranath'}",[9 7 2],Medium,hybrid,trainings,France,yes
9749,Vaishali Prakash,143,"{'Vaishali Prakash', 'Aruna Prasad,Aruna Ravindranath'}",[42 98  3],Low,online,project_discussion,Romania,no
9750,Surya Ravindranath,136,"{'Prasanna Prasad,Prasanna Prakash,Avinash Ravindranath,Vaishali Ravindranath,Prasanna Raj,Vaishali Ravindranath,Divya Ravindranath,Prasanna Prakash,Surya Raj', 'Surya Ravindranath'}",[89 41  6],Medium,online,employee_engagement,France,no
9751,Divya Prasad,175,"{'Harini Raj,Divya Ravindranath,Vaishali Prasad,Vaishali Prakash,Prasanna Prakash,Prasanna Prakash,Avinash Prakash,Aruna Ravindranath,Divya Ravindranath', 'Divya Prasad'}",[83 82 10],Medium,online,trainings,France,yes
9752,Avinash Ravindranath,46,"{'Avinash Ravindranath,Aruna Ravindranath,Divya Ravindranath,Surya Ravindranath,Divya Ravindranath,Divya Ravindranath,Divya Ravindranath,Divya Prakash,Vaishali Prakash', 'Avinash Ravindranath'}",[12 22 12],High,in_office,trainings,Remote,yes
9753,Vaishali Raj,24,"{'Divya Ravindranath,Vaishali Prakash,Avinash Prasad,Aruna Prakash,Aruna Ravindranath,Aruna Prakash,Aruna Raj,Divya Prasad,Vaishali Prakash', 'Vaishali Raj'}",[ 0  1 23],High,online,employee_engagement,Romania,yes
9754,Surya Prasad,107,"{'Vaishali Prakash,Divya Prakash,Aruna Prasad,Divya Raj,Vaishali Raj,Surya Prasad,Harini Raj', 'Surya Prasad'}",[19 53 35],High,online,others,Romania,no
9755,Vaishali Prasad,134,"{'Vaishali Prasad', 'Divya Prakash,Divya Ravindranath,Vaishali Prakash,Divya Prasad,Surya Ravindranath,Divya Raj,Aruna Prakash,Vaishali Prasad,Harini Ravindranath'}",[46 81  7],Medium,hybrid,trainings,Romania,no
9756,Surya Prasad,144,"{'Vaishali Prakash,Prasanna Prasad,Aruna Prasad,Divya Raj,Vaishali Ravindranath,Harini Prasad,Avinash Prasad,Surya Prakash,Divya Raj', 'Surya Prasad'}",[36 13 95],Medium,in_office,trainings,Remote,no
9757,Harini Prakash,122,"{'Surya Prasad,Harini Prakash,Vaishali Prakash,Avinash Prakash,Surya Ravindranath', 'Harini Prakash'}",[ 5 18 99],Medium,hybrid,others,Remote,yes
9758,Divya Ravindranath,69,"{'Divya Ravindranath', 'Prasanna Raj,Aruna Raj,Surya Raj'}",[21 37 11],High,in_office,project_discussion,India,no
9759,Divya Ravindranath,21,"{'Divya Ravindranath', 'Harini Raj,Aruna Prasad,Divya Prasad'}",[5 7 9],Low,in_office,trainings,India,no
9760,Aruna Ravindranath,174,"{'Harini Prakash,Surya Prasad,Aruna Ravindranath,Harini Prasad,Surya Ravindranath,Harini Prasad,Prasanna Prakash,Harini Raj,Aruna Ravindranath,Vaishali Prakash', 'Aruna Ravindranath'}",[ 22 125  27],High,in_office,employee_engagement,Romania,no
9761,Vaishali Ravindranath,74,"{'Vaishali Ravindranath', 'Prasanna Prakash,Aruna Prasad,Harini Prasad,Aruna Prakash,Divya Prakash,Vaishali Prasad,Harini Prakash,Harini Prakash'}",[29 19 26],Low,online,project_discussion,France,no
9762,Avinash Prasad,115,"{'Aruna Raj,Prasanna Prasad,Surya Raj,Prasanna Raj,Harini Raj', 'Avinash Prasad'}",[29 55 31],High,online,employee_engagement,Romania,yes
9763,Divya Ravindranath,41,"{'Divya Ravindranath', 'Avinash Raj,Vaishali Prasad'}",[ 3 34  4],Medium,online,others,Remote,yes
9764,Divya Prasad,21,"{'Prasanna Ravindranath,Divya Ravindranath,Divya Raj,Vaishali Prakash,Avinash Raj,Vaishali Prasad,Surya Prasad', 'Divya Prasad'}",[ 2 15  4],Low,in_office,trainings,Romania,no
9765,Harini Ravindranath,53,"{'Harini Ravindranath', 'Vaishali Raj,Aruna Raj,Surya Raj,Avinash Prasad,Aruna Raj,Prasanna Raj'}",[ 0 49  4],Low,in_office,trainings,France,yes
9766,Prasanna Prasad,43,"{'Prasanna Prasad', 'Divya Ravindranath,Divya Raj,Aruna Ravindranath,Avinash Prakash,Aruna Prasad,Prasanna Prasad,Aruna Prasad'}",[42  0  1],Medium,in_office,others,France,no
9767,Avinash Prakash,150,"{'Aruna Ravindranath,Aruna Prakash,Harini Raj', 'Avinash Prakash'}",[91 26 33],High,in_office,employee_engagement,Remote,no
9768,Vaishali Prasad,138,"{'Vaishali Prasad', 'Divya Ravindranath,Divya Ravindranath,Vaishali Prasad,Harini Prasad,Avinash Ravindranath,Divya Ravindranath,Vaishali Raj'}",[50 35 53],High,hybrid,employee_engagement,India,yes
9769,Prasanna Ravindranath,77,"{'Prasanna Ravindranath', 'Prasanna Prasad,Avinash Prasad,Vaishali Prakash,Divya Prasad,Harini Prakash,Avinash Raj,Prasanna Raj'}",[38 34  5],Medium,in_office,others,France,no
9770,Vaishali Ravindranath,76,"{'Divya Ravindranath,Prasanna Prakash,Prasanna Ravindranath,Divya Raj,Avinash Ravindranath,Aruna Raj,Divya Prakash,Vaishali Raj,Prasanna Prakash,Harini Ravindranath', 'Vaishali Ravindranath'}",[ 0 45 31],Low,online,project_discussion,Remote,no
9771,Harini Ravindranath,101,"{'Harini Ravindranath', 'Prasanna Ravindranath,Divya Raj,Divya Raj'}",[26 75  0],High,in_office,others,India,yes
9772,Divya Ravindranath,61,"{'Avinash Prasad,Surya Prakash,Divya Ravindranath,Harini Prasad,Harini Ravindranath,Harini Ravindranath,Divya Ravindranath,Vaishali Prakash,Avinash Raj,Aruna Prakash', 'Divya Ravindranath'}",[ 6 48  7],High,hybrid,project_discussion,India,yes
9773,Aruna Prakash,166,"{'Aruna Prakash', 'Harini Prasad,Prasanna Prakash,Prasanna Prakash,Aruna Raj'}",[ 17  49 100],High,hybrid,others,Remote,yes
9774,Divya Ravindranath,111,"{'Divya Ravindranath', 'Surya Raj,Aruna Ravindranath,Surya Prasad,Avinash Raj'}",[34 49 28],Low,hybrid,project_discussion,France,yes
9775,Vaishali Ravindranath,6,"{'Vaishali Ravindranath', 'Avinash Prakash,Aruna Prasad,Vaishali Prasad,Harini Prasad,Divya Raj,Harini Prasad'}",[3 3 0],High,hybrid,others,India,no
